Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-06-01,3,-0.2624062470855943,1.3128255055553042,-0.3561021001698062,2,261,4,1,1,0.03859398770572777,2
2022-05-23,1,-0.3430739360085546,-0.7372095111641661,-0.5319302907030876,1,1594,4,1,1,-1.092066911376893,2
2022-05-23,2,-0.25600404955202605,-0.7687485114213887,-0.18027390963652484,1,2219,4,0,1,0.03859398770572777,2
2022-06-21,6,-0.19198207421634325,0.05126549526639938,-0.5319302907030876,2,1883,4,1,1,0.03859398770572777,2
2022-06-22,2,-0.36228052860925947,-0.2641245073058268,-0.5319302907030876,2,199,4,0,1,-1.092066911376893,2
2022-05-27,1,-0.3200260248877088,-0.8397112620001396,-0.3561021001698062,2,960,4,2,1,-1.092066911376893,2
2022-05-07,2,-0.3584392100891185,-0.4218195085919399,-0.3561021001698062,1,521,4,1,1,0.03859398770572777,0
2022-06-25,2,-0.1663732840820701,-0.2641245073058268,-0.004445719103243464,2,703,4,0,1,-1.092066911376893,0
2022-06-27,2,-0.3648414076226868,-0.8160570118072227,-0.5319302907030876,2,53,4,2,1,-1.092066911376893,2
2022-05-31,2,-0.33923261748841366,-0.6583620105211095,-0.3561021001698062,1,961,4,1,1,-1.092066911376893,0
2022-06-03,2,-0.21759086435061636,-0.2641245073058268,-0.004445719103243464,1,1754,4,2,0,0.03859398770572777,0
2022-06-27,2,-0.29441723475343573,-0.6583620105211095,-0.3561021001698062,1,192,4,1,2,0.03859398770572777,2
2022-05-15,1,-0.3328304199548454,-0.579514509878053,-0.3561021001698062,2,256,4,0,1,-1.092066911376893,2
2022-06-09,1,-0.3712436051562551,-0.7372095111641661,-0.5319302907030876,2,1386,4,2,1,-1.092066911376893,2
2022-04-28,2,-0.19198207421634325,0.05126549526639938,-0.5319302907030876,2,103,4,0,1,0.03859398770572777,2
2022-05-23,1,-0.38404800022339164,-1.0525995137363924,-0.5319302907030876,1,521,4,2,1,-1.092066911376893,2
2022-06-28,2,-0.29441723475343573,0.36665549783862555,-0.5319302907030876,2,323,4,0,1,0.03859398770572777,2
2022-06-23,2,-0.3200260248877088,-0.7372095111641661,-0.18027390963652484,1,1594,4,1,1,-1.092066911376893,2
2022-04-29,4,-0.21759086435061636,0.36665549783862555,-0.5319302907030876,2,190,4,2,2,0.03859398770572777,2
2022-06-13,2,-0.25600404955202605,-0.10642950601971371,-0.5319302907030876,1,1755,4,1,1,0.03859398770572777,0
2022-06-13,3,-0.1663732840820701,0.5243504991247386,-0.3561021001698062,1,1756,4,2,1,1.1692548867883485,0
2022-06-13,4,8.385179070514949e-05,0.9974355029830779,-0.5319302907030876,1,1757,4,2,1,1.1692548867883485,0
2022-05-14,3,-0.17917767914920668,0.7608930010539083,-0.5319302907030876,2,53,4,2,2,0.03859398770572777,2
2022-07-06,2,-0.12796009888066046,0.20896049655251248,-0.3561021001698062,2,25,4,0,0,0.03859398770572777,0
2022-07-04,2,-0.2688084446191626,-0.4218195085919399,-0.3561021001698062,1,1048,4,2,1,0.03859398770572777,2
2022-05-15,3,-0.34563481502198196,-0.3429720079488834,-0.3561021001698062,2,1747,4,2,2,-1.092066911376893,2
2022-05-04,2,-0.34563481502198196,0.05126549526639938,-0.5319302907030876,2,1576,4,2,1,-1.092066911376893,2
2022-04-25,1,-0.3712436051562551,-1.1787555147652828,-0.3561021001698062,2,300,4,0,1,-1.092066911376893,2
2022-05-21,1,-0.34563481502198196,-1.0525995137363924,-0.5319302907030876,1,1329,4,1,0,-1.092066911376893,0
2022-06-27,1,-0.3712436051562551,-1.0525995137363924,-0.5319302907030876,1,1997,4,2,1,-1.092066911376893,0
2022-07-02,1,-0.19198207421634325,-0.4218195085919399,-0.5319302907030876,2,1770,4,1,1,-1.092066911376893,2
2022-07-06,3,-0.29441723475343573,-0.2641245073058268,-0.5319302907030876,2,1493,4,2,1,0.03859398770572777,2
2022-04-28,3,-0.25600404955202605,0.9974355029830779,-0.5319302907030876,2,607,4,2,1,0.03859398770572777,2
2022-05-15,2,-0.2688084446191626,0.05126549526639938,-0.5319302907030876,1,960,4,2,1,0.03859398770572777,2
2022-05-30,1,-0.38404800022339164,-1.4941455173375089,-0.3561021001698062,2,454,4,2,1,-1.092066911376893,2
2022-06-10,2,-0.3584392100891185,-0.8949045124502792,-0.3561021001698062,1,2165,4,2,1,-1.092066911376893,2
2022-06-23,1,-0.3981328347972418,-1.2102945150225053,-0.3561021001698062,2,1851,4,0,1,-1.092066911376893,2
2022-06-09,3,-0.2688084446191626,-0.20104650679138159,-0.5319302907030876,1,1290,4,2,0,0.03859398770572777,2
2022-06-19,1,-0.36740228663611413,-1.0525995137363924,-0.5319302907030876,1,1758,4,2,1,-1.092066911376893,0
2022-07-03,2,-0.28161283968629913,-0.6583620105211095,-0.5319302907030876,1,1758,4,0,1,0.03859398770572777,0
2022-07-03,1,-0.36100008910254583,-1.0525995137363924,-0.5319302907030876,1,1758,4,2,1,-1.092066911376893,0
2022-05-14,2,-0.34563481502198196,-0.2641245073058268,-0.5319302907030876,2,257,4,2,1,0.03859398770572777,2
2022-05-10,2,-0.3200260248877088,-0.35874150807749466,0.3472106619633193,1,1883,4,2,0,-1.092066911376893,2
2022-04-25,2,-0.21759086435061636,0.5243504991247386,-0.5319302907030876,2,1776,4,2,1,0.03859398770572777,2
2022-06-13,2,-0.34563481502198196,-0.5006670092349964,-0.5319302907030876,2,609,4,1,1,-1.092066911376893,2
2022-05-06,2,-0.34563481502198196,-0.7529790112927774,-0.5319302907030876,2,560,4,1,1,-1.092066911376893,2
2022-06-08,1,-0.3878893187435326,-1.1314470143794488,-0.3561021001698062,2,896,4,0,1,-1.092066911376893,2
2022-06-08,1,-0.3878893187435326,-1.1314470143794488,-0.5319302907030876,2,458,4,0,1,-1.092066911376893,2
2022-05-06,1,-0.3904501977569599,-0.8160570118072227,-0.5319302907030876,2,1594,4,2,1,-1.092066911376893,2
2022-06-30,1,-0.3712436051562551,-1.0525995137363924,-0.5319302907030876,1,1755,4,1,1,-1.092066911376893,2
2022-06-24,2,-0.24319965448488948,-0.3429720079488834,-0.5319302907030876,2,1628,4,2,1,0.03859398770572777,2
2022-07-01,1,-0.3878893187435326,-1.1314470143794488,-0.5319302907030876,2,896,4,0,1,-1.092066911376893,2
2022-06-17,2,-0.2688084446191626,-0.3413950579360222,-0.18027390963652484,1,192,4,2,0,-1.092066911376893,2
2022-06-26,2,-0.3328304199548454,-0.10642950601971371,-0.3561021001698062,1,1085,4,1,0,-1.092066911376893,2
2022-06-23,2,-0.38404800022339164,-0.8949045124502792,-0.5319302907030876,1,987,4,1,1,-1.092066911376893,2
2022-06-13,2,-0.22399306188418464,0.05126549526639938,-0.3561021001698062,1,1754,4,1,1,0.03859398770572777,0
2022-06-11,2,-0.33923261748841366,0.05126549526639938,-0.5319302907030876,1,1885,4,2,1,-1.092066911376893,2
2022-05-26,3,-0.25600404955202605,0.8397405016969649,-0.5319302907030876,1,373,4,1,2,0.03859398770572777,2
2022-04-25,2,-0.28801503721986743,-0.3429720079488834,-0.5319302907030876,1,1917,4,2,1,0.03859398770572777,2
2022-05-11,1,-0.28161283968629913,0.36665549783862555,-0.3561021001698062,2,960,4,1,1,-1.092066911376893,2
2022-05-06,2,-0.34563481502198196,-0.4218195085919399,-0.5319302907030876,2,1747,4,2,1,-1.092066911376893,2
2022-05-10,2,-0.34563481502198196,-0.4218195085919399,-0.004445719103243464,1,608,4,0,1,-1.092066911376893,2
2022-05-21,2,-0.34563481502198196,0.05126549526639938,-0.3561021001698062,2,401,4,1,1,-1.092066911376893,2
2022-06-12,2,-0.3584392100891185,0.36665549783862555,-0.5319302907030876,2,1025,4,2,1,0.03859398770572777,2
2022-06-05,2,-0.419900306411374,-0.6583620105211095,-0.3561021001698062,2,258,4,0,1,-1.092066911376893,2
2022-06-25,2,-0.34563481502198196,-0.2641245073058268,-0.004445719103243464,1,2110,4,2,0,-1.092066911376893,2
2022-06-11,2,-0.37764580268982334,-1.0841385139936148,-0.5319302907030876,2,1379,4,2,0,-1.092066911376893,2
2022-07-04,3,-0.19198207421634325,0.20896049655251248,-0.3561021001698062,2,1972,4,2,1,1.1692548867883485,2
2022-05-10,2,-0.3584392100891185,-0.027582005376657167,-0.3561021001698062,2,896,4,2,1,-1.092066911376893,0
2022-05-13,1,-0.4032545928240965,-1.1314470143794488,-0.5319302907030876,2,1523,4,0,1,-1.092066911376893,2
2022-05-10,2,-0.38404800022339164,0.05126549526639938,-0.3561021001698062,1,721,4,2,0,-1.092066911376893,2
2022-06-30,3,-0.19198207421634325,0.05126549526639938,-0.3561021001698062,1,1755,4,1,1,0.03859398770572777,2
2022-05-27,2,-0.3584392100891185,-0.5006670092349964,-0.3561021001698062,2,751,4,2,1,-1.092066911376893,2
2022-06-08,2,-0.3200260248877088,-0.4218195085919399,-0.5319302907030876,2,264,4,2,1,0.03859398770572777,2
2022-05-15,2,-0.3584392100891185,-0.4218195085919399,-0.18027390963652484,1,193,4,2,0,-1.092066911376893,2
2022-06-29,3,-0.29441723475343573,0.05126549526639938,-0.18027390963652484,2,539,4,1,1,0.03859398770572777,2
2022-05-13,2,-0.2624062470855943,-0.10642950601971371,-0.5319302907030876,1,1478,4,2,0,0.03859398770572777,2
2022-05-25,1,-0.3712436051562551,-0.4218195085919399,-0.5319302907030876,2,2040,4,2,1,-1.092066911376893,2
2022-07-04,2,-0.3264282224212771,-0.4218195085919399,-0.5319302907030876,2,813,4,2,1,0.03859398770572777,2
2022-06-27,2,-0.3200260248877088,-0.8160570118072227,-0.3561021001698062,1,256,4,1,1,0.03859398770572777,2
2022-05-06,1,-0.4032545928240965,-1.336450516051396,-0.18027390963652484,2,519,4,2,1,-1.092066911376893,2
2022-06-01,2,-0.3328304199548454,-0.2641245073058268,-0.5319302907030876,2,1386,4,1,1,0.03859398770572777,2
2022-06-07,3,0.06410582712638795,0.39819449809584817,-0.3561021001698062,1,1757,4,2,1,0.03859398770572777,2
2022-06-23,3,-0.2367974569513212,0.20896049655251248,-0.18027390963652484,2,1274,4,2,1,-1.092066911376893,2
2022-06-12,3,-0.34563481502198196,-0.4218195085919399,-0.18027390963652484,1,687,4,2,2,0.03859398770572777,2
2022-05-10,2,-0.29441723475343573,-0.2641245073058268,-0.18027390963652484,2,1776,4,0,1,-1.092066911376893,2
2022-06-27,2,-0.3648414076226868,-0.46912800897777385,-0.3561021001698062,2,523,4,2,2,-1.092066911376893,2
2022-04-30,4,0.06410582712638795,0.5243504991247386,-0.5319302907030876,2,209,4,2,1,1.1692548867883485,2
2022-05-06,1,-0.38404800022339164,-1.2260640151511166,-0.3561021001698062,2,194,4,1,1,-1.092066911376893,2
2022-05-24,2,-0.3328304199548454,-0.4218195085919399,-0.3561021001698062,2,882,4,1,1,-1.092066911376893,2
2022-06-17,1,-0.3584392100891185,-1.1472165145080602,-0.004445719103243464,1,813,4,2,0,-1.092066911376893,2
2022-05-19,2,-0.21759086435061636,-0.18527700666277028,-0.3561021001698062,1,257,4,1,2,-1.092066911376893,2
2022-05-26,1,-0.3328304199548454,-0.027582005376657167,-0.5319302907030876,2,688,4,2,1,0.03859398770572777,2
2022-06-11,1,-0.37764580268982334,-0.8160570118072227,-0.5319302907030876,1,326,4,0,1,-1.092066911376893,2
2022-06-08,2,-0.35203701255555025,-0.2641245073058268,-0.3561021001698062,1,321,4,2,0,-1.092066911376893,2
2022-07-02,2,-0.3968523952905282,-0.579514509878053,-0.5319302907030876,1,1400,4,2,1,-1.092066911376893,2
2022-05-30,3,-0.31362382735414057,-0.2641245073058268,-0.3561021001698062,1,1965,4,2,0,0.03859398770572777,2
2022-07-03,3,-0.25600404955202605,0.20896049655251248,-0.3561021001698062,1,1934,4,2,1,0.03859398770572777,2
2022-06-16,2,-0.25600404955202605,-0.2641245073058268,-0.3561021001698062,1,193,4,0,1,-1.092066911376893,2
2022-06-08,2,-0.29441723475343573,-0.027582005376657167,-0.5319302907030876,1,857,4,2,0,0.03859398770572777,2
2022-04-25,2,-0.3072216298205723,-0.6583620105211095,-0.3561021001698062,1,2023,4,2,1,-1.092066911376893,2
2022-06-04,2,-0.29441723475343573,1.3128255055553042,-0.5319302907030876,1,308,4,2,0,0.03859398770572777,2
2022-05-11,2,-0.34563481502198196,0.05126549526639938,-0.3561021001698062,2,401,4,0,1,-1.092066911376893,2
2022-05-27,2,-0.21759086435061636,-0.579514509878053,-0.18027390963652484,2,191,4,1,1,0.03859398770572777,2
2022-04-24,2,-0.34563481502198196,-0.3429720079488834,-0.3561021001698062,1,2212,4,1,1,0.03859398770572777,2
2022-05-10,2,-0.3584392100891185,-0.4454737587848569,-0.3561021001698062,2,521,4,2,1,-1.092066911376893,0
2022-05-24,1,-0.3648414076226868,-1.4562987170288417,-0.5319302907030876,1,232,4,0,1,-1.092066911376893,2
2022-06-10,4,-0.28161283968629913,0.36665549783862555,-0.3561021001698062,1,2005,4,2,1,-1.092066911376893,2
2022-05-05,2,-0.3328304199548454,-0.7372095111641661,-0.3561021001698062,1,49,4,2,0,-1.092066911376893,2
2022-04-29,4,-0.3200260248877088,0.22472999668112378,-0.3561021001698062,1,1575,4,2,1,0.03859398770572777,2
2022-05-05,2,-0.29441723475343573,0.05126549526639938,-0.5319302907030876,2,813,4,2,1,0.03859398770572777,2
2022-06-26,2,-0.38404800022339164,-0.9075201125531682,-0.3561021001698062,2,813,4,2,1,-1.092066911376893,2
2022-05-09,2,-0.3712436051562551,-0.4218195085919399,-0.5319302907030876,2,234,4,2,1,-1.092066911376893,2
2022-05-19,1,-0.3814871212099643,-0.3429720079488834,-0.3561021001698062,2,987,4,2,1,-1.092066911376893,2
2022-06-07,3,-0.25600404955202605,0.8397405016969649,-0.5319302907030876,2,309,4,2,2,0.03859398770572777,2
2022-04-29,2,-0.3328304199548454,-0.10642950601971371,-0.5319302907030876,2,987,4,2,1,0.03859398770572777,2
2022-07-03,1,-0.140764493947797,-0.4060500084633286,-0.5319302907030876,2,1755,4,0,0,-1.092066911376893,0
2022-05-26,1,-0.37764580268982334,-0.8949045124502792,-0.18027390963652484,1,2197,4,2,1,-1.092066911376893,2
2022-06-24,1,-0.3200260248877088,-0.4218195085919399,-0.5319302907030876,1,607,4,2,0,-1.092066911376893,2
2022-07-03,2,-0.25600404955202605,0.05126549526639938,-0.3561021001698062,1,2003,4,1,1,-1.092066911376893,2
2022-06-12,1,-0.3878893187435326,-1.1314470143794488,-0.5319302907030876,2,896,4,0,1,-1.092066911376893,2
2022-05-14,1,-0.38404800022339164,-0.7372095111641661,-0.18027390963652484,1,245,4,1,1,-1.092066911376893,2
2022-05-20,2,-0.38404800022339164,-0.8160570118072227,-0.3561021001698062,1,308,4,1,1,-1.092066911376893,2
2022-06-27,3,-0.25600404955202605,0.6820455004108518,-0.5319302907030876,2,1934,4,2,1,-1.092066911376893,2
2022-05-14,1,-0.38404800022339164,-0.7372095111641661,-0.5319302907030876,1,245,4,1,1,-1.092066911376893,2
2022-06-17,2,-0.3712436051562551,-0.4218195085919399,-0.5319302907030876,1,700,4,2,1,-1.092066911376893,2
2022-06-04,3,-0.21759086435061636,0.36665549783862555,-0.5319302907030876,1,1755,4,1,1,-1.092066911376893,2
2022-06-21,2,-0.34563481502198196,-0.8160570118072227,-0.5319302907030876,1,112,4,2,0,-1.092066911376893,2
2022-06-23,1,-0.28161283968629913,-0.7372095111641661,-0.3561021001698062,1,1756,4,0,0,-1.092066911376893,0
2022-07-02,2,-0.35203701255555025,-0.8949045124502792,-0.5319302907030876,1,2201,4,2,1,-1.092066911376893,2
2022-04-24,3,-0.29441723475343573,0.05126549526639938,-0.5319302907030876,2,997,4,2,1,0.03859398770572777,2
2022-06-04,2,-0.3072216298205723,-0.3429720079488834,-0.5319302907030876,1,1494,4,2,0,-1.092066911376893,2
2022-06-24,1,-0.3712436051562551,-0.8160570118072227,-0.3561021001698062,2,192,4,2,2,-1.092066911376893,2
2022-06-19,3,-0.19198207421634325,0.05126549526639938,-0.5319302907030876,1,1757,4,2,0,0.03859398770572777,0
2022-07-03,2,-0.3584392100891185,-0.7372095111641661,-0.5319302907030876,1,2215,4,2,0,0.03859398770572777,2
2022-06-19,4,-0.06393812354497765,0.9974355029830779,-0.5319302907030876,1,1757,4,2,0,0.03859398770572777,0
2022-07-02,2,-0.35203701255555025,-0.6583620105211095,-0.5319302907030876,1,1363,4,2,0,-1.092066911376893,2
2022-06-21,1,-0.3648414076226868,-0.6583620105211095,-0.5319302907030876,2,869,4,2,1,0.03859398770572777,2
2022-06-04,1,-0.4096567903576647,-1.2102945150225053,-0.3561021001698062,2,233,4,2,1,-1.092066911376893,2
2022-06-30,2,-0.3814871212099643,-0.5006670092349964,-0.5319302907030876,1,1916,4,2,0,-1.092066911376893,2
2022-06-22,2,-0.12796009888066046,0.05126549526639938,-0.5319302907030876,2,1949,4,0,1,0.03859398770572777,2
2022-05-27,2,-0.28801503721986743,-0.4533585088491625,-0.3561021001698062,1,235,4,2,1,0.03859398770572777,2
2022-06-17,2,-0.33923261748841366,-0.3902805083347173,-0.5319302907030876,1,1857,4,2,1,0.03859398770572777,2
2022-06-20,2,-0.4032545928240965,-0.7372095111641661,-0.004445719103243464,1,1025,4,2,0,-1.092066911376893,2
2022-06-30,2,-0.3584392100891185,-0.2641245073058268,-0.3561021001698062,2,1146,4,2,1,-1.092066911376893,2
2022-05-19,1,-0.4096567903576647,-1.2733725155369506,-0.5319302907030876,2,1048,4,2,1,-1.092066911376893,2
2022-06-19,2,-0.2688084446191626,0.36665549783862555,-0.5319302907030876,1,1758,4,2,1,0.03859398770572777,0
2022-06-17,1,-0.21759086435061636,-0.4218195085919399,-0.004445719103243464,2,1757,4,0,1,-1.092066911376893,2
2022-06-13,1,-0.4032545928240965,0.05126549526639938,-0.5319302907030876,2,519,4,1,1,-1.092066911376893,2
2022-06-16,2,-0.24319965448488948,0.4455029984816821,-0.5319302907030876,2,960,4,2,1,0.03859398770572777,0
2022-05-06,4,8.385179070514949e-05,0.9974355029830779,-0.18027390963652484,2,1754,4,2,1,1.1692548867883485,2
2022-06-04,2,-0.17917767914920668,-0.4218195085919399,-0.3561021001698062,2,1080,4,1,1,-1.092066911376893,2
2022-06-16,1,-0.3904501977569599,-0.8160570118072227,-0.3561021001698062,2,1857,4,2,1,-1.092066911376893,2
2022-06-04,2,-0.25600404955202605,-0.2026234568042427,-0.5319302907030876,2,751,4,1,1,0.03859398770572777,2
